"mim_val","mom_val","a1_val","gam_val","mean_TM","LCI_Tm","UCI_Tm","mean_Rj","LCI_Rj","UCI_Rj","Gift","Neutral","LCI_Neutral","UCI_Neutral","M","Beta","M_m","F_m","Mf_nupt","Mf_no_nput","Replicates"
0.081,0.021,1,1.6,0.146137922,0.140838619,0.151788619,-0.073501237,-0.078438597,-0.067953647,0.159808183,-0.006654451,-0.013434163,-4.2841e-05,0.842619632,1.48116606,0.70935274,1.030290158,0.386186459,2.031765484,1000
0.081,0.041,1,1.6,0.139610039,0.134051692,0.145374703,-0.068535393,-0.074063621,-0.062895519,0.154798575,0.00834603,0.001295454,0.014802268,0.839324367,1.491964324,0.693530363,1.044447997,0.378833003,2.109988069,1000
0.081,0.061,1,1.6,0.135575404,0.129939163,0.141133412,-0.055841621,-0.061331856,-0.050801425,0.149898252,0.00940062,0.002414363,0.015979869,0.838354271,1.501887059,0.679423532,1.06269523,0.36664808,2.195725874,1000
0.081,0.081,1,1.6,0.106492305,0.099864095,0.11303731,-0.054552708,-0.059908864,-0.048862948,0.133905622,-0.006459563,-0.013099172,0.000677826,0.840837194,1.459800114,0.66609295,1.078853671,0.334715975,2.32378858,1000
0.001,0.001,1,1.9,0.15605571,0.152319675666667,0.159639068333333,0.00726764333333333,0.00352083066666667,0.01124207,0.170604653,0.002862594,-0.00115392,0.00685785433333333,0.886216898333333,1.55167761266667,0.715826534666667,1.13182229,0.380042705666667,2.20742975033333,3000
0.001,0.021,1,1.9,0.145166001666667,0.141872575,0.148677018333333,0.0181612266666667,0.0139677423333333,0.0224504836666667,0.163295832333333,0.000322878666666667,-0.00360228333333333,0.004299121,0.895801833,1.553523364,0.70931442,1.16277055833333,0.359852837333333,2.31548711233333,3000
0.001,0.041,1,1.9,0.133708311333333,0.129824003333333,0.137324543,0.0290455563333333,0.0247960846666667,0.0329640583333333,0.155399671,0.0002816,-0.003763549,0.00428798866666667,0.902940012,1.548253057,0.699122601333333,1.19125045833333,0.337687204333333,2.42656249366667,3000
0.001,0.061,1,1.9,0.11940824,0.115579159,0.123300529333333,0.031185589,0.0264384653333333,0.035502502,0.146089082333333,0.000558383666666667,-0.003040937,0.00435443666666667,0.908304087,1.53642291333333,0.687174523,1.21684333633333,0.314830006333333,2.54804141966667,3000
0.001,0.081,1,1.9,0.102657982666667,0.0985034446666667,0.106698426333333,0.041492209,0.0370925326666667,0.0459230826666667,0.135462837,0.000638381333333333,-0.00347978833333333,0.00491738666666667,0.914475826666667,1.52322930733333,0.670217796333333,1.250444282,0.284515779666667,2.68917022533333,3000
0.021,0.001,1,1.9,0.168570091333333,0.165158753666667,0.172119373,-0.00997286166666667,-0.013559023,-0.00630415566666667,0.177108006333333,0.00017728,-0.00396750833333333,0.00387654133333333,0.873907927666667,1.58345928333333,0.721841233,1.099852459,0.402138616,2.097042774,3000
0.021,0.021,1,1.9,0.161288728333333,0.157911313333333,0.164625053333333,0.00399096866666667,0.000229049666666667,0.00794251233333333,0.171479135333333,0.000443315333333333,-0.003401224,0.00433747133333333,0.882535069,1.58969308333333,0.716476287666667,1.12881003533333,0.385701699,2.19407088733333,3000
0.021,0.041,1,1.9,0.145209358666667,0.141879539,0.148735969,0.0152794513333333,0.0110317266666667,0.019124539,0.162053175333333,-0.00197105566666667,-0.00613568033333333,0.00201915066666667,0.891921769333333,1.57775881133333,0.708131157333333,1.15958785466667,0.360785030333333,2.31458417066667,3000
0.021,0.061,1,1.9,0.135819957333333,0.132085640666667,0.139454654333333,0.0297191506666667,0.0254808286666667,0.0339079736666667,0.154746774,8.54606666666666e-05,-0.00391121666666667,0.004042451,0.904113625,1.572498232,0.704646523333333,1.19090654433333,0.335063623666667,2.41851567133333,3000
0.021,0.081,1,1.9,0.120000011333333,0.115962191333333,0.123869708333333,0.0313214823333333,0.0269294156666667,0.035734865,0.144964136333333,-0.004264532,-0.00846628033333333,-0.000363595666666667,0.908679797,1.563966168,0.690970359,1.218152456,0.310522424333333,2.55081367166667,3000
0.041,0.001,1,1.9,0.175971506666667,0.172944444666667,0.178910562666667,-0.0285167303333333,-0.0320526676666667,-0.024959818,0.180264461,0.002851278,-0.001244553,0.007065135,0.860947033333333,1.596371766,0.722102461666667,1.06978517466667,0.414293218,2.016886966,3000
0.041,0.021,1,1.9,0.161750429666667,0.158346644333333,0.165056373333333,-0.014324435,-0.017829033,-0.010826423,0.171352362,-0.000378661,-0.00418915,0.00377928233333333,0.871374706666667,1.594128841,0.719780867666667,1.09698344266667,0.386397924666667,2.115525964,3000
0.041,0.041,1,1.9,0.157794097666667,0.154216159666667,0.161366362666667,0.00205155666666667,-0.00127909666666667,0.00573194233333333,0.168447453333333,-0.000987296666666667,-0.00500769333333333,0.00293778566666667,0.879572696333333,1.61401052933333,0.715015938333333,1.12618620233333,0.379857858333333,2.19967713266667,3000
0.041,0.061,1,1.9,0.138895483,0.135273250666667,0.14256664,0.00970125466666667,0.00578665533333333,0.0136771813333333,0.157177589333333,-0.00192207133333333,-0.006044886,0.00198626433333333,0.887852047,1.59422997966667,0.707261207333333,1.15251856666667,0.351281504666667,2.324045092,3000
0.041,0.081,1,1.9,0.12917999,0.12547112,0.132904121333333,0.023348119,0.0192708196666667,0.027607031,0.150927747333333,0.00032347,-0.00372138333333333,0.00417553633333333,0.89636385,1.596034797,0.699961113,1.18313791933333,0.332555904,2.42534770933333,3000
0.061,0.001,1,1.9,0.186068969,0.183208360666667,0.189140501666667,-0.0428159186666667,-0.0461830523333333,-0.0395960243333333,0.185348077666667,-0.00511738,-0.00872700966666667,-0.00119878566666667,0.856225184666667,1.62403815966667,0.732317539666667,1.047645194,0.425612586333333,1.93523517866667,3000
0.061,0.021,1,1.9,0.175399521333333,0.172371381,0.178520520333333,-0.024125315,-0.027839833,-0.02073439,0.178397899,0.00212057866666667,-0.00201655433333333,0.006036141,0.863239358,1.62387941466667,0.72748667,1.07083411233333,0.408003216,2.02291353566667,3000
0.061,0.041,1,1.9,0.166764713333333,0.163464248,0.169740320666667,-0.0153938653333333,-0.0191298516666667,-0.0117968576666667,0.172572907,0.000988297333333333,-0.003074473,0.004954694,0.869144572666667,1.63303244966667,0.720559616666667,1.09740802466667,0.396084577333333,2.10846313333333,3000
0.061,0.061,1,1.9,0.156507842,0.153007292666667,0.159908305,-0.00368992433333333,-0.00760202433333333,8.68413333333333e-05,0.165363444333333,0.00421147366666667,0.000239982666666666,0.00812443733333333,0.878921294333333,1.63729902033333,0.717514692333333,1.124473179,0.376506642,2.202567879,3000
0.061,0.081,1,1.9,0.143548266569022,0.139307202856097,0.147487283778836,0.0110043346759429,0.00673759282314171,0.0151787121933358,0.158363967777371,0.00282427755400952,-0.00136410728670817,0.00722502306847309,0.88704213731234,1.62539439838887,0.710292375686562,1.15071604577078,0.354344367264738,2.3079561398755,2731
0.081,0.001,1,1.9,0.193526635,0.1900643555,0.196961123,-0.049736341,-0.0535429145,-0.046152637,0.1899590245,-0.0021710375,-0.0072682825,0.002560971,0.8518044985,1.6468790855,0.73799696,1.0312777665,0.43415525,1.866791726,2000
0.081,0.021,1,1.9,0.1855850285,0.1823121375,0.18902084,-0.0426616745,-0.0467937315,-0.0385245865,0.1834792085,-0.0007883715,-0.005640964,0.004019077,0.8575083675,1.6501986435,0.7357700105,1.048655959,0.4214083915,1.9394650545,2000
0.081,0.041,1,1.9,0.1776111215,0.1738554745,0.181145867,-0.0269585435,-0.0314074525,-0.0226635345,0.178323839,-0.000392683,-0.004953937,0.0043908845,0.8632537,1.6592884435,0.7301944665,1.0718840035,0.4082694965,2.0250371425,2000
