"mim_val","mom_val","gam_val","mean_TM","LCI_Tm","UCI_Tm","mean_Rj","LCI_Rj","UCI_Rj","Gift","Neutral","LCI_Neutral","UCI_Neutral","M","Beta","M_m","F_m","Mf_nupt","Mf_no_nput","Replicates"
0.061,0.021,0.3,-0.035094623125,-0.037342283125,-0.032803810625,-0.042233128125,-0.04449225625,-0.040042295625,0.00391013375,0.000459619375,-0.0027469725,0.00380239125,0.88264417375,0.808647439375,0.665616693125,1.058246226875,0.011409934375,2.81376375625,1600
0.061,0.021,0.4,-0.021674534375,-0.02414703375,-0.01930759375,-0.04093058875,-0.0429473525,-0.038857028125,0.0079193975,-0.000652975625,-0.004020996875,0.002626198125,0.882215425,0.822681158125,0.66815263875,1.058011530625,0.023238823125,2.799458408125,1600
0.061,0.021,0.5,0.003148213125,0.000341685,0.00613233125,-0.042196104375,-0.044340998125,-0.03999376625,0.018092956875,0.003659335,0.000315259375,0.006776730625,0.880463121875,0.841947618125,0.672313960625,1.055142941875,0.05253595625,2.7413475075,1600
0.061,0.021,0.6,0.029827396875,0.02623714125,0.0331519625,-0.039413389375,-0.041621731875,-0.037344481875,0.03088779375,-0.00085667625,-0.00423465625,0.002224010625,0.872769616875,0.890750095,0.66648160125,1.055865066875,0.089149235,2.69653271125,1600
0.061,0.021,0.7,0.066429925625,0.06268592375,0.07022172125,-0.041098673125,-0.043550600625,-0.038847636875,0.049451568125,0.000732711875,-0.00258327,0.003862921875,0.86478407,0.948806075625,0.66725502625,1.05103516375,0.142482584375,2.600352975625,1600
0.061,0.021,0.8,0.10484932875,0.10121289625,0.10845748875,-0.03767774625,-0.0400694425,-0.035375050625,0.069594776875,-0.00125294625,-0.004608379375,0.00187639,0.85656479125,1.01026543375,0.66646835125,1.047248698125,0.197186345,2.503979705,1600
0.061,0.021,0.9,0.137141856875,0.13363055875,0.14066801375,-0.035406255625,-0.037715965625,-0.03287457375,0.086285815625,0.001964464375,-0.00128487375,0.0051782175,0.84774378875,1.0736375625,0.6626718525,1.04512364375,0.24291631,2.426501494375,1600
0.061,0.021,1,0.1689556575,0.16541029625,0.172355426875,-0.0340815225,-0.036859031875,-0.031339175625,0.103546299375,-0.000610855625,-0.003819569375,0.002815034375,0.843587870625,1.143031263125,0.668439385,1.042634780625,0.285817044375,2.349271131875,1600
0.061,0.021,1.1,0.198522660625,0.19509421125,0.201574140625,-0.033450311875,-0.03581603375,-0.03084787875,0.11734941125,-0.0028414625,-0.00602008625,0.00057544125,0.836797900625,1.2162157325,0.667793049375,1.04077641875,0.322103389375,2.2831198,1600
0.061,0.021,1.2,0.219967119375,0.21633952875,0.222995556875,-0.02672875125,-0.029219299375,-0.023939683125,0.127571529375,6.718e-05,-0.00331111875,0.003588440625,0.834909255,1.264486823125,0.672526725625,1.038637898125,0.3465643325,2.225601061875,1600
0.061,0.021,1.3,0.245139570625,0.241773259375,0.24834070375,-0.02669171,-0.02995647125,-0.023630074375,0.139273535625,-0.000459319375,-0.004079436875,0.00271367125,0.829811224375,1.313867281875,0.6727932,1.034949798125,0.374075428125,2.17011453125,1600
0.061,0.021,1.4,0.266919851875,0.2636686575,0.26983733625,-0.0185065125,-0.021628666875,-0.015597335625,0.148264119375,-0.000994811875,-0.0045755475,0.002251140625,0.829307763125,1.37832744,0.67819757875,1.03613278625,0.394060765,2.125414739375,1600
0.061,0.021,1.5,0.28643520375,0.2835735525,0.288925703125,-0.015431008125,-0.01864328875,-0.012382936875,0.156991665625,-0.000795843125,-0.004397861875,0.00276004125,0.826512675625,1.43011770875,0.6788173975,1.036307758125,0.412126129375,2.08348051125,1600
0.061,0.021,1.6,0.304765128125,0.301640836875,0.307829210625,-0.005495561875,-0.00909613375,-0.0021825175,0.164252530625,-0.000575338125,-0.004111174375,0.002974289375,0.8284066975,1.4856266975,0.687227703125,1.036614555625,0.419220034375,2.047409388125,1600
0.061,0.021,1.7,0.320066438125,0.317710638125,0.32255476875,-0.0029223225,-0.006741713125,0.00112309375,0.17020813375,-0.0004472475,-0.00394850625,0.003174138125,0.82738482125,1.52666417,0.688312278125,1.038520766875,0.435673718125,2.018714619375,1600
0.061,0.021,1.8,0.33739377,0.33504555875,0.33971643125,0.004654963125,0.0006061875,0.008633204375,0.17675635125,-0.001761106875,-0.0054112875,0.001632109375,0.82905454375,1.581528449375,0.69805893,1.03528164375,0.444124565,1.97780382375,1600
0.061,0.021,1.9,0.352925370625,0.35049551,0.355122898125,0.010546506875,0.0064415775,0.014758860625,0.181686466875,0.0004529125,-0.00321681375,0.00417785875,0.829317586875,1.623992478125,0.70080880375,1.0368147375,0.4545939425,1.957579401875,1600
0.061,0.021,2,0.364629625625,0.361953776875,0.36719745875,0.016729506875,0.012168459375,0.021257983125,0.18531026,-0.001310450625,-0.004993175625,0.00217529875,0.831436585,1.66875473875,0.7066598725,1.038655243125,0.458973311875,1.935251646875,1600
0.061,0.041,0,-0.052647788125,-0.05487232,-0.05056886875,-0.040659135625,-0.042814548125,-0.03843906625,0.0006195825,0.002236494375,-0.00137838125,0.00551158375,0.874462726875,0.8185064475,0.6388608625,1.067160818125,0.002043294375,2.9153812275,1600
0.061,0.041,0.1,-0.05027109875,-0.052407551875,-0.048304290625,-0.041811216875,-0.04396614,-0.03974828625,0.000947333125,0.000489310625,-0.002619524375,0.00368795,0.8733274325,0.824436670625,0.6377328425,1.06752071125,0.002947509375,2.91055103,1600
0.061,0.041,0.2,-0.046511395,-0.0487083425,-0.0443603175,-0.0424285025,-0.044721215625,-0.040073415,0.001465528125,-4.75625e-06,-0.003560955,0.003224495625,0.873010478125,0.823823415625,0.63684904875,1.067350334375,0.004425943125,2.9099772725,1600
0.061,0.041,0.3,-0.03953525,-0.04155818875,-0.03740542625,-0.04241502375,-0.04460338875,-0.040232325,0.0025665,0.001166924375,-0.002267100625,0.004507783125,0.87435558875,0.82433725375,0.640458686875,1.066782343125,0.007959873125,2.908087865625,1600
0.061,0.041,0.4,-0.026336316875,-0.028888334375,-0.02407517125,-0.039007779375,-0.0412506775,-0.036820285,0.005987311875,-0.001963265625,-0.005085165625,0.001142526875,0.8710613025,0.83656112125,0.6382066375,1.06547251625,0.01869700375,2.886176361875,1600
0.061,0.041,0.5,-0.007250731875,-0.01018592875,-0.004486198125,-0.039251776875,-0.041204673125,-0.037020156875,0.01320148625,-0.0006060425,-0.003937745625,0.002452301875,0.868258435625,0.857152376875,0.63780040875,1.06506229875,0.040245306875,2.852243023125,1600
0.061,0.041,0.6,0.017175526875,0.013965044375,0.020454406875,-0.039653508125,-0.0420247525,-0.037385274375,0.02422083375,-0.002187538125,-0.005418815,0.001013319375,0.862878631875,0.88682998125,0.637290924375,1.0618622375,0.071582598125,2.79371972875,1600
0.061,0.041,0.7,0.052934566875,0.048848649375,0.05644243375,-0.03838039875,-0.04066805375,-0.035933085,0.04243574875,-0.000247370625,-0.00328588,0.0032007375,0.85770015625,0.9499186425,0.641072659375,1.062107014375,0.125906421875,2.716793855,1600
0.061,0.041,0.8,0.08393472,0.080078995,0.08779079875,-0.037515904375,-0.040022228125,-0.035328695625,0.05995483875,0.001369630625,-0.002021749375,0.004677280625,0.848453939375,1.00777857875,0.6383345275,1.058438551875,0.17464583,2.630133195,1600
0.061,0.041,0.9,0.12207388,0.118245751875,0.12564810875,-0.033958496875,-0.036512516875,-0.03164853,0.07790836625,-0.002645813125,-0.00564982625,0.000504450625,0.840365326875,1.078864856875,0.639298684375,1.055485446875,0.2256305725,2.533050015,1600
0.061,0.041,1,0.155968744375,0.152361163125,0.159292291875,-0.032580665,-0.03521859625,-0.030163029375,0.09605455375,0.001215463125,-0.0020152825,0.00433461875,0.83558997625,1.148247955,0.646562523125,1.050887854375,0.275457391875,2.4471,1600
0.061,0.041,1.1,0.18009359,0.17648053,0.18348529125,-0.026363746875,-0.02901668875,-0.02370877625,0.108512065625,0.00151369,-0.0015794625,0.004577185625,0.83075745375,1.20498257375,0.6463924875,1.050690841875,0.30586941125,2.384681781875,1600
0.061,0.041,1.2,0.204028830625,0.200672060625,0.207436221875,-0.02496662625,-0.027793341875,-0.0223096625,0.119912593125,0.00273338,-0.00081849125,0.00593161625,0.826280215,1.25992058625,0.647561201875,1.04956132625,0.335390353125,2.3281350875,1600
0.061,0.041,1.3,0.2307335225,0.22765329,0.23368191875,-0.0206554325,-0.02390007375,-0.01757910125,0.13215157125,-0.002682455625,-0.0061467975,0.000852165,0.82419631875,1.32735924,0.65454896,1.04752843125,0.3641186025,2.257505814375,1600
0.061,0.041,1.4,0.2546204925,0.251896319375,0.257446734375,-0.018340889375,-0.02167718,-0.01540142625,0.143410063125,0.001315928125,-0.002244145,0.00454738625,0.822161811875,1.38535068125,0.659985363125,1.045046766875,0.38960215125,2.208996321875,1600
0.061,0.041,1.5,0.275046893125,0.272131309375,0.27787788125,-0.008921646875,-0.012349708125,-0.005490204375,0.15138827,-0.00088289375,-0.004421179375,0.002596965625,0.8214730675,1.437581694375,0.663045844375,1.04770619125,0.40831535125,2.164535751875,1600
0.061,0.041,1.6,0.292987943125,0.290312020625,0.295563353125,-0.0028655325,-0.006494015,0.000791526875,0.159168961875,-0.00476634375,-0.008279845,-0.000973814375,0.8207772675,1.49775637875,0.668195783125,1.047906095,0.420058434375,2.12227319625,1600
0.061,0.041,1.7,0.309633784375,0.306517690625,0.312355365,0.004275043125,0.000477649375,0.008238935625,0.1662058925,0.0013484625,-0.0022118875,0.00490257125,0.822536408125,1.538115569375,0.676055865625,1.04644067125,0.433803995,2.086684230625,1600
0.061,0.041,1.8,0.327586650625,0.324913798125,0.329933445625,0.0128314925,0.00915821,0.01667636625,0.17278475625,0.00039609625,-0.0031455075,0.0041770325,0.82428141375,1.594410305625,0.682773774375,1.0485618,0.44477433,2.047818039375,1600
